Symbol,Description,Pre-market Close,Pre-market Close - Currency,Pre-market Change %,Pre-market Gap %,Pre-market Volume,Price,Price - Currency,Price Change % 1 day,Gap % 1 day,Volume 1 day,Volume Change % 1 day,Post-market Close,Post-market Close - Currency,Post-market Change %,Post-market Volume
TDTH,Trident Digital Tech Holdings Ltd - American Depository Shares,0.365,USD,-2.640704187783414,-3.9743931715124097,18598,0.3749,USD,12.58258258258258,5.105105105105093,689662,-80.82427090956409,,,,
GTLL,"Global Technologies, Ltd.",,,,,,0.0003,USD,49.99999999999998,49.99999999999998,5963819,-26.63589151476018,,,,
GREE,Greenidge Generation Holdings Inc.,1.5886,USD,3.830065359477123,-1.960784313725492,9078,1.53,USD,14.179104477611936,0.7462686567164185,351138,140.7990563838104,,,,
HBRM,"Herborium Group, Inc.",,,,,,0.0001,USD,9900.000000000002,0,1012001,101.59382470119522,,,,
WOLF,"Wolfspeed, Inc.",1.4398,USD,2.8428571428571474,1.42857142857143,272012,1.4,USD,15.70247933884297,1.6528925619834725,26970937,51.5694110398267,,,,
BFCH,"BitFrontier Capital Holdings, Inc.",,,,,,0.0005,USD,24.999999999999996,0,614408,-91.97945597817771,,,,
PRME,"Prime Medicine, Inc.",1.3,USD,-2.2556390977443628,-0.7518796992481209,2310,1.33,USD,11.764705882352953,1.6806722689075646,1261396,21.22513310396525,,,,
UFG,Uni-Fuels Holdings Limited,2.53,USD,1.6064257028112285,-2.4096385542168695,1105,2.49,USD,19.711538461538467,-3.365384615384629,207523,-38.78883160092972,,,,
BLMZ,BloomZ Inc.,0.179,USD,6.929510155316606,18.27956989247313,16793310,0.1674,USD,15.847750865051907,-3.2525951557093307,42324757,1097.6248550533126,,,,
NEHC,New Era Helium Inc,0.6188,USD,1.3429413691451006,-3.0625614150016456,82355,0.6106,USD,17.423076923076923,3.8461538461538494,556894,13.202492148512537,,,,
PSWW,"Principal Solar, Inc.",,,,,,0.0003,USD,15.384615384615385,-23.076923076923066,33518187,-36.260008499632335,,,,
NNAX,New Momentum Corporation,,,,,,0.0006,USD,19.999999999999986,0,2866834,245.82292406775,,,,
RSHN,"RushNet, Inc.",,,,,,0.0001,USD,9900.000000000002,9900.000000000002,3001000,14905.000000000002,,,,
AFFU,Affluence Corp.,,,,,,0.0002,USD,100,100,20706047,175.43376129713496,,,,
KYNC,"KYN Capital Group, Inc.",,,,,,0.0008,USD,14.285714285714294,0,3533472,-61.803432756537354,,,,
WHEN,"World Health Energy Holdings, Inc.",,,,,,0.0002,USD,33.33333333333336,33.33333333333336,201953,-40.94941520467836,,,,
ELRA,"Elray Resources, Inc.",,,,,,0.0004,USD,17.64705882352941,-11.764705882352954,336333,-20.862823529411763,,,,
UATG,"Umbra Applied Technologies Group, Inc.",,,,,,0.0006,USD,19.999999999999986,-80,112988,182.47,,,,
BLDV,"Blue Diamond Ventures, Inc.",,,,,,0.0002,USD,100,49.99999999999998,38009,-96.45768872320598,,,,
FCGD,First Colombia Gold Corp.,,,,,,0.0001,USD,100,100,250000,-95.06903353057199,,,,
ZEO,Zeo Energy Corporation,2.7,USD,-4.929577464788721,-4.929577464788721,5177,2.84,USD,16.872427983539083,4.938271604938257,511026,-21.264328854924198,,,,
TSOI,"Therapeutic Solutions International, Inc.",,,,,,0.00015,USD,49.99999999999998,0,305168,-96.45682122405513,,,,
JTBK,Jetblack Corp.,,,,,,0.0008,USD,14.285714285714294,14.285714285714294,616000,-93.82079565080313,,,,
CBNT,C-Bond Systems Inc.,,,,,,0.0004,USD,33.33333333333336,33.33333333333336,30000,-94.69134600921936,,,,
AGOAF,ABENGOA SA,,,,,,0.0001,USD,900,900,18655,62.21739130434783,,,,
DNAG,DNAPRINT GENOMICS,,,,,,0.000006,USD,500.0000000000001,500.0000000000001,3665,-79.29378531073446,,,,
AURI,"Auri, Inc.",,,,,,0.0002,USD,33.33333333333336,-33.33333333333333,107857,-89.72791454484329,,,,
DKTS,TOP SHELF BRANDS HLDGS CORP,,,,,,0.00002,USD,1900.0000000000005,1900.0000000000005,1000,-99.94949494949495,,,,
PHBI,Pharmagreen Biotech Inc.,,,,,,0.0011,USD,10.000000000000005,10.000000000000005,1111,-99.02402600254754,,,,
WLAN,"Wialan Technologies, Inc.",,,,,,0.0013,USD,18.18181818181817,18.18181818181817,911,-99.61202839730677,,,,
FDFT,"Foodfest International 2000, Inc.",,,,,,0.000002,USD,100,100,10000,-83.33333333333334,,,,
HFBG,HALL OF FAME BEVERAGES INC,,,,,,0.000034,USD,3300.000000000001,3300.000000000001,600,300,,,,
MMEX,MMEX Resources Corporation,,,,,,0.0001,USD,9900.000000000002,9900.000000000002,10006,-99.97599782920203,,,,
MODC,MODERN TECHNOLOGY CORP,,,,,,0.000037,USD,3600,3600,550,-99.9725,,,,
BNYN,BANYAN CORP(OREGON),,,,,,0.000193,USD,19200,19200,104,-99.93066666666667,,,,
